,word0,word1,word2,word3,word4,word5
0,mattapan,roslindale,jamaica_plain,revere,ashmont,mission_hill
1,dorchester,jamaica_plain,mission_hill,roslindale,back_bay,chinatown
2,west_street,168,bould,westbound,185,117
3,dudley,square,complex,ferdinand,kendall,bolling
4,roxbury,jamaica_plain,mission_hill,charlestown,brighton,geneva
5,grove_hall,straddles,recreational,tasked,mission_hill,“dudley
6,codman_square,refuge,184,courtyard,payless,recreational
7,hyde_park,roslindale,jamaica_plain,east_boston,readville,everett
8,neponset,stratton,annuciation,fritz,stony,woodrow
9,washington,d,capitol,cass,melnea,2300
10,bunker_hill,junior,girls’,corps,master’s,stem
11,columbus,crosswalk,parade’s,west_broadway,ruggles,495
12,boston,nboston,boston’s,perkins,12th,democrat’s
13,the_neck,agrinsoni,ambushed,shepard’s,mortally,feigenbaum
